Platform;Year;Global_Sales
Wii;2006;1.44
PS3;2013;1.44
PS2;2004;1.44
PS3;2011;1.44
PS2;2002;1.44
PS;1999;1.43
X360;2013;1.43
Wii;2009;1.43
X360;2009;1.43
Wii;2008;1.43
GB;1988;1.43
GBA;2004;1.43
PS;1999;1.43
3DS;2013;1.42
PS2;2002;1.42
PS3;2010;1.42
PS2;2005;1.42
GBA;2004;1.42
PS2;2004;1.42
X360;2011;1.42
SNES;1994;1.42
NES;1987;1.42
X360;2008;1.42
GC;2002;1.42
DS;2009;1.42
PS4;2014;1.41
PSP;2006;1.41
Wii;2010;1.41
X360;2009;1.41
GC;2005;1.41
X360;2013;1.41
PS3;2014;1.41
GEN;1994;1.41
PSP;2004;1.41
Wii;2010;1.41
PS;1999;1.41
PS2;2003;1.41
PS2;2001;1.41
PS2;2004;1.41
Wii;2010;1.4
XB;2002;1.4
PS2;2008;1.4
PS;1996;1.4
PS3;2008;1.4
GBA;2004;1.4
NES;1990;1.4
PC;2013;1.4
PS2;2002;1.4
PS;2001;1.39
PS4;2016;1.39
DS;2007;1.39
DS;2009;1.39
PS3;2011;1.39
SNES;1994;1.39
NES;1991;1.39
PS2;2005;1.39
Wii;2007;1.39
PS3;2012;1.39
X360;2011;1.39
XB;2003;1.38
PSP;2005;1.38
N64;2000;1.38
3DS;2012;1.38
X360;2014;1.38
PS;1998;1.38
PSV;2012;1.38
PS3;2010;1.38
Wii;2009;1.38
Wii;2007;1.38
DS;2009;1.38
PS2;2001;1.38
X360;2011;1.38
PS2;2008;1.37
PS3;2014;1.37
PS3;2006;1.37
PS;1998;1.37
XOne;2014;1.37
PS3;2008;1.37
DS;2010;1.37
XB;2004;1.37
PS3;2010;1.37
N64;1998;1.37
PS3;2014;1.36
XB;2004;1.36
GBA;2003;1.36
X360;2008;1.36
PS2;2008;1.36
NES;1986;1.36
SNES;1996;1.36
2600;1981;1.36
3DS;2014;1.36
XOne;2013;1.36
PS2;2002;1.36
PS3;2011;1.35
PS;1999;1.35
PS3;2010;1.35
PS;1997;1.35
PSP;2008;1.35
DS;2007;1.35
PSP;2007;1.35
DS;2009;1.35
X360;2010;1.35
PS3;2008;1.35
XOne;2015;1.35
PS2;2004;1.35
XB;2003;1.35
X360;2008;1.35
PS3;2008;1.35
PSP;2005;1.35
X360;2011;1.35
PS;1997;1.35
PS2;2004;1.35
X360;2007;1.35
PS3;2011;1.35
PS2;2002;1.34
DS;2005;1.34
X360;2006;1.34
GEN;1994;1.34
XB;2005;1.34
GC;2004;1.34
PS2;2006;1.34
PS2;2003;1.34
PC;2000;1.34
PS2;2004;1.34
PS3;2007;1.33
PS2;2004;1.33
X360;2010;1.33
PS3;2011;1.33
X360;2013;1.33
PS4;2013;1.33
GBA;2002;1.33
N64;1998;1.33
GB;2000;1.33
GBA;2003;1.33
PS;2000;1.33
GC;2004;1.33
X360;2010;1.33
PS3;2013;1.33
PS2;2004;1.33
DS;2007;1.33
DS;2010;1.33
XOne;2014;1.32
PSP;2005;1.32
PS3;2008;1.32
PS3;2014;1.32
PC;2008;1.32
PS3;2014;1.32
X360;2014;1.32
PS;1998;1.32
NES;1985;1.32
PS2;2002;1.32
PS;1997;1.32
GBA;2003;1.32
PS3;2010;1.32
PS;1996;1.32
DS;2011;1.32
X360;2012;1.32
PS;1996;1.31
PS2;2002;1.31
X360;2009;1.31
X360;2009;1.31
X360;2009;1.31
Wii;2009;1.31
PS2;2005;1.31
PS;1999;1.31
DS;2009;1.31
2600;1983;1.31
PS2;2002;1.31
Wii;2008;1.31
Wii;2008;1.31
XB;2004;1.31
GBA;2002;1.3
PS3;2011;1.3
PS2;2006;1.3
PS3;2013;1.3
PS2;2005;1.3
Wii;2007;1.3
PS;1997;1.3
SNES;1995;1.3
Wii;2010;1.3
PS;1999;1.3
XOne;2015;1.3
Wii;2006;1.29
WiiU;2015;1.29
GBA;2002;1.29
PS3;2012;1.29
GC;2002;1.29
X360;2005;1.29
XOne;2015;1.29
GBA;2003;1.29
PS2;2004;1.29
Wii;2008;1.29
DS;2008;1.29
PS3;2008;1.29
PS2;2005;1.29
PS2;2004;1.28
X360;2014;1.28
DS;2008;1.28
PS4;2014;1.28
GB;1989;1.28
XOne;2015;1.28
PS;1999;1.28
X360;2012;1.28
PS;1999;1.28
PS2;2003;1.28
3DS;2012;1.28
PS2;2001;1.28
PS3;2008;1.27
PS;1997;1.27
PC;2005;1.27
PS2;2008;1.27
PS;1995;1.27
3DS;2012;1.27
2600;1981;1.27
X360;2008;1.27
X360;2011;1.27
XB;2003;1.27
NES;1984;1.27
XOne;2015;1.27
Wii;2008;1.27
PS2;2002;1.27
Wii;2007;1.27
GC;2003;1.27
PS2;2004;1.27
PS;1994;1.27
3DS;2016;1.27
DS;2008;1.26
DS;2005;1.26
PC;2010;1.26
PS;1998;1.26
DS;2007;1.26
WiiU;2014;1.26
PS3;2006;1.26
PC;2003;1.26
PS;1998;1.26
DS;2007;1.26
PS;1998;1.26
X360;2012;1.26
Wii;2007;1.26
PS3;2008;1.25
PS;2000;1.25
PS2;2008;1.25
PS3;2007;1.25
NES;1988;1.25
NES;1987;1.25
PS;1996;1.25
PS3;2013;1.25
GC;2005;1.25
PS2;2006;1.25
PC;2002;1.25
PS2;2003;1.25
PS2;2004;1.25
PS;1998;1.25
PS2;2005;1.24
PS2;2001;1.24
DS;2007;1.24
PS3;2011;1.24
DS;2007;1.24
PS3;2009;1.24
PSP;2009;1.24
PS;1997;1.24
XOne;2015;1.24
PS2;2000;1.24
PS2;2008;1.24
GB;1992;1.24
XB;2005;1.24
Wii;2007;1.23
PS2;2001;1.23
PS3;2010;1.23
XB;2004;1.23
XB;2002;1.23
PS2;2004;1.23
PS;2003;1.23
PC;2014;1.23
X360;2008;1.23
PS3;2007;1.23
GB;2000;1.23
GBA;2003;1.23
PS;1998;1.23
NES;1986;1.23
GBA;2004;1.23
PS3;2009;1.23
GBA;2003;1.23
PSP;2005;1.23
PS4;2016;1.23
Wii;2008;1.23
PC;2015;1.23
Wii;2007;1.23
PS3;2012;1.22
PS3;2010;1.22
GC;2004;1.22
PS;1997;1.22
GB;1997;1.22
GB;1999;1.22
NES;1984;1.22
PS2;2006;1.22
PS3;2011;1.22
PSP;2006;1.22
PS;1997;1.22
PS;1997;1.22
GBA;2002;1.22
PS;1996;1.22
XB;2001;1.22
PS;1998;1.22
PS2;2002;1.22
3DS;2011;1.22
PS2;2006;1.21
XB;2001;1.21
XB;2004;1.21
PSP;2010;1.21
PS2;2002;1.21
DS;2009;1.21
SNES;1992;1.21
PS;2001;1.21
PS;1999;1.21
PS;2000;1.21
GC;2003;1.21
GBA;2007;1.21
PS;1997;1.21
PSP;2006;1.21
PSP;2005;1.2
PS2;2002;1.2
PS3;2011;1.2
PS2;2004;1.2
GC;2004;1.2
Wii;2015;1.2
Wii;2008;1.2
XOne;2015;1.2
PS4;2015;1.2
SNES;1993;1.2
NES;1986;1.2
NES;1986;1.2
DC;1999;1.2
GB;1989;1.2
XB;2003;1.2
PS2;2001;1.2
DS;2006;1.2
Wii;2009;1.2
PS3;2012;1.2
PS3;2013;1.19
PSP;2006;1.19
PS;1997;1.19
WiiU;2014;1.19
PSP;2007;1.19
GBA;2003;1.19
Wii;2008;1.19
GBA;2002;1.19
3DS;2012;1.19
PS2;2006;1.19
N64;1998;1.19
NES;1990;1.19
PS;1999;1.19
XOne;2013;1.19
GC;2002;1.19
GBA;2004;1.19
PS4;2016;1.19
3DS;2015;1.19
X360;2012;1.19
PS;1999;1.18
2600;1982;1.18
PS3;2012;1.18
PSP;2008;1.18
NES;1988;1.18
DC;1999;1.18
GB;2000;1.18
GBA;2001;1.18
PS3;2011;1.18
PS3;2009;1.18
DS;2011;1.18
PS3;2006;1.18
SNES;1991;1.18
PC;2008;1.17
PS;1996;1.17
X360;2011;1.17
PS3;2008;1.17
PS2;2005;1.17
PS2;2002;1.17
Wii;2008;1.17
DS;2007;1.17
X360;2012;1.17
NES;1990;1.17
PS4;2016;1.17
N64;1997;1.17
SNES;1993;1.17
PS2;2003;1.17
PS;1998;1.17
PS;1996;1.17
XB;2003;1.17
PC;2012;1.17
PS;1996;1.17
X360;2008;1.17
XOne;2015;1.17
GBA;2004;1.17
PS3;2008;1.16
Wii;2009;1.16
PC;2010;1.16
PSV;2012;1.16
PSP;2007;1.16
PS2;2006;1.16
PS2;2004;1.16
PS3;2007;1.16
PS;1997;1.16
DS;2011;1.16
PS2;2001;1.16
N64;1999;1.16
SNES;1993;1.16
GBA;2002;1.16
SAT;1995;1.16
PS;1997;1.16
PSP;2007;1.16
X360;2010;1.16
PS3;2011;1.16
XB;2005;1.16
PSP;2009;1.16
X360;2014;1.16
PC;2008;1.15
PS3;2011;1.15
PS2;2001;1.15
PS3;2007;1.15
PS2;2004;1.15
2600;1980;1.15
PS3;2010;1.15
Wii;2009;1.15
PC;2007;1.15
GB;1990;1.15
SNES;1995;1.15
NES;1986;1.15
DS;2008;1.15
PS3;2011;1.15
GC;2003;1.15
PS3;2011;1.15
SNES;1993;1.15
PS2;2003;1.15
PS;1998;1.15
PS;1997;1.15
3DS;2011;1.14
PS;2000;1.14
PS2;2003;1.14
PS2;2005;1.14
PS;1998;1.14
PS3;2007;1.14
PS2;2005;1.14
PS3;2008;1.14
Wii;2009;1.14
N64;1998;1.14
NES;1986;1.14
SNES;1990;1.14
DC;2000;1.14
GB;1991;1.14
XB;2003;1.14
GBA;2005;1.14
PS2;2005;1.14
X360;2009;1.14
PS2;2001;1.14
GC;2004;1.14
XB;2002;1.13
PS3;2010;1.13
3DS;2011;1.13
PS;1999;1.13
GBA;2006;1.13
3DS;2012;1.13
XB;2004;1.13
PS4;2014;1.13
NES;1983;1.13
PS;1998;1.13
X360;2013;1.13
PS4;2014;1.13
PS3;2009;1.13
GBA;2005;1.13
PS3;2009;1.13
X360;2011;1.12
2600;1982;1.12
PS2;2001;1.12
N64;1996;1.12
X360;2010;1.12
PS3;2013;1.12
PS3;2010;1.12
X360;2011;1.12
X360;2014;1.12
PSP;2005;1.12
XB;2005;1.12
NES;1992;1.12
PS2;2009;1.12
PC;2007;1.12
XB;2004;1.12
XB;2003;1.11
PS4;2015;1.11
PS2;2007;1.11
PS3;2008;1.11
PS2;2007;1.11
XOne;2014;1.11
XB;2005;1.11
NES;1983;1.11
PS;1995;1.11
GEN;1994;1.11
Wii;2007;1.11
WiiU;2013;1.11
PS;1999;1.11
PSP;2004;1.11
PS3;2010;1.11
PS3;2009;1.1
2600;1981;1.1
X360;2007;1.1
3DS;2015;1.1
2600;1982;1.1
PS;1997;1.1
PS3;2012;1.1
DS;2007;1.1
PS3;2010;1.1
GB;1999;1.1
NES;1984;1.1
GB;1989;1.1
NES;1989;1.1
N64;1998;1.1
NES;1983;1.1
Wii;2008;1.1
PS2;2001;1.1
PS2;2006;1.1
PS2;2006;1.1
GC;2003;1.1
PSP;2005;1.1
PS;1998;1.1
PS3;2013;1.1
PSP;2008;1.09
DS;2008;1.09
PSP;2007;1.09
PS2;2006;1.09
X360;2009;1.09
GBA;2003;1.09
PS3;2007;1.09
DC;2000;1.09
PS;1998;1.09
PSP;2005;1.09
DS;2006;1.09
XB;2003;1.09
PC;2009;1.09
PS2;2006;1.09
Wii;2009;1.09
PS2;2002;1.09
PS;1997;1.09
PS3;2010;1.09
DS;2010;1.09
PS3;2012;1.09
Wii;2007;1.09
PS;1998;1.09
X360;2010;1.09
PS2;2003;1.08
PS3;2008;1.08
PS2;2002;1.08
PC;2015;1.08
Wii;2009;1.08
PS2;2002;1.08
DS;2009;1.08
Wii;2009;1.08
X360;2012;1.08
PSP;2009;1.08
Wii;2010;1.08
PS3;2007;1.08
2600;1982;1.08
X360;2008;1.08
PS2;2004;1.08
PS3;2011;1.08
WiiU;2013;1.08
DS;2008;1.08
PS;1998;1.08
GBA;2003;1.08
GBA;2002;1.08
GC;2005;1.08
PS3;2008;1.08
X360;2011;1.08
X360;2013;1.07
PS;1999;1.07
PS2;2006;1.07
DS;2008;1.07
X360;2010;1.07
X360;2008;1.07
SAT;1994;1.07
PC;1999;1.07
PS2;2009;1.07
X360;2007;1.07
DS;2005;1.07
PS;1997;1.07
PS2;2005;1.07
PS3;2013;1.07
PS3;2012;1.07
PSP;2005;1.07
Wii;2011;1.07
PS;1995;1.07
X360;2011;1.07
PS;1999;1.07
PS;1998;1.06
PS2;2006;1.06
X360;2010;1.06
PS2;2002;1.06
DS;2008;1.06
X360;2010;1.06
PS3;2007;1.06
DS;2007;1.06
PS;1998;1.06
Wii;2008;1.06
PS2;2005;1.06
PS3;2012;1.06
X360;2008;1.06
PS;1999;1.06
PS2;2003;1.06
PS3;2008;1.06
N64;1998;1.06
N64;1997;1.06
X360;2009;1.06
DS;2007;1.06
PC;2001;1.06
PS4;2016;1.06
GBA;2004;1.06
PS3;2007;1.06
PS2;2002;1.06
PS3;2007;1.06
DS;2007;1.06
X360;2014;1.05
2600;1981;1.05
PSP;2006;1.05
Wii;2014;1.05
PS3;2010;1.05
2600;1980;1.05
Wii;2010;1.05
NES;1986;1.05
PS;1996;1.05
NES;1985;1.05
SNES;1996;1.05
PS3;2012;1.05
PS2;2002;1.05
PS4;2015;1.05
XB;2001;1.05
PS;2000;1.05
DS;2007;1.05
X360;2009;1.05
XB;2005;1.05
X360;2006;1.05
Wii;2009;1.05
PS;1998;1.05
DS;2012;1.05
X360;2007;1.05
Wii;2008;1.04
PS2;2003;1.04
Wii;2007;1.04
DS;2010;1.04
PS;1997;1.04
PS;2000;1.04
DS;2009;1.04
PS;1996;1.04
GC;2003;1.04
PS2;2006;1.04
X360;2011;1.04
GBA;2001;1.04
N64;1997;1.04
PS;1998;1.04
X360;2009;1.04
PS4;2015;1.04
XB;2005;1.04
DS;2011;1.04
XOne;2013;1.04
DS;2010;1.04
PS3;2007;1.04
PSP;2009;1.04
PSP;2005;1.04
PS4;2014;1.04
PS2;2005;1.03
PS3;2008;1.03
Wii;2007;1.03
PS3;2011;1.03
Wii;2012;1.03
PS2;2003;1.03
NES;1985;1.03
Wii;2007;1.03
PC;1996;1.03
Wii;2008;1.03
PS;1998;1.03
X360;2011;1.02
Wii;2007;1.02
Wii;2007;1.02
X360;2007;1.02
WiiU;2012;1.02
GC;2004;1.02
DS;2007;1.02
PS3;2010;1.02
SNES;1993;1.02
Wii;2008;1.02
PS;1997;1.02
X360;2007;1.02
XB;2006;1.02
PS3;2014;1.02
PS2;2004;1.02
PS;1998;1.01
WiiU;2014;1.01
X360;2008;1.01
PSP;2010;1.01
3DS;2011;1.01
X360;2008;1.01
SNES;1995;1.01
PC;2003;1.01
Wii;2010;1.01
DS;2006;1.01
PS;1997;1.01
PS3;2014;1.01
PS3;2009;1.01
PS4;2014;1.01
Wii;2009;1
PS2;2003;1
PS;1997;1
X360;2008;1
PS2;2000;1
NES;1985;1
N64;2000;1
NES;1991;1
GB;1997;1
PS2;2004;1
XB;2003;1
PS3;2008;1
X360;2012;1
X360;2006;1
PS;1995;1
PS;2000;1
PSV;2013;1
PS;1996;1
PS2;2002;1
DS;2005;1
PS3;2013;1
PS3;2013;1
Wii;2010;1
PS3;2013;1
X360;2011;1
DS;2008;1
PS;2000;1
X360;2013;0.99
DS;2005;0.99
XB;2000;0.99
GC;2003;0.99
DS;2008;0.99
X360;2013;0.99
PSP;2006;0.99
X360;2011;0.99
PS3;2011;0.99
Wii;2009;0.99
Wii;2009;0.99
PS;1998;0.99
PS3;2009;0.99
Wii;2009;0.99
PSP;2008;0.99
PS2;2000;0.99
PS3;2008;0.99
Wii;2007;0.99
Wii;2009;0.99
GC;2005;0.99
PC;2012;0.99
PC;2008;0.99
DS;2006;0.98
PSP;2008;0.98
PC;2012;0.98
Wii;2010;0.98
X360;2013;0.98
GBA;2005;0.98
PS3;2010;0.98
NES;1993;0.98
N64;1998;0.98
DS;2010;0.98
PS3;2014;0.98
PS3;2011;0.98
PS3;2012;0.98
X360;2014;0.98
PC;2005;0.98
PS3;2013;0.98
PS3;2013;0.98
X360;2015;0.98
PS2;2009;0.98
X360;2009;0.98
DS;2006;0.98
PS4;2015;0.97
PS3;2007;0.97
Wii;2008;0.97
XB;2005;0.97
PC;2012;0.97
X360;2009;0.97
GBA;2003;0.97
X360;2011;0.97
Wii;2010;0.97
PS2;2003;0.97
PS2;2007;0.97
X360;2015;0.97
XB;2004;0.97
Wii;2012;0.97
SNES;1992;0.97
2600;1981;0.97
GC;2006;0.97
PSV;2013;0.97
PS;2000;0.97
DS;2005;0.96
PS2;2002;0.96
PS;1999;0.96
PS3;2012;0.96
PS;1999;0.96
DS;2011;0.96
Wii;2012;0.96
DS;2011;0.96
PSP;2006;0.96
N64;1996;0.96
NES;1986;0.96
X360;2008;0.96
PS3;2010;0.96
PS2;2000;0.96
3DS;2012;0.96
DS;2008;0.96
PS3;2012;0.96
DS;2006;0.96
PS2;2002;0.96
XB;2002;0.96
PC;2011;0.96
3DS;2011;0.96
PS3;2013;0.96
X360;2015;0.95
XB;2004;0.95
PS2;2004;0.95
PS2;2005;0.95
GC;2003;0.95
X360;2014;0.95
DS;2008;0.95
PS3;2008;0.95
Wii;2011;0.95
PS;1996;0.95
PS2;2000;0.95
GBA;2003;0.95
PS;1999;0.95
PS3;2009;0.95
PS3;2011;0.95
Wii;2009;0.95
PS4;2015;0.95
PS3;2008;0.95
X360;2010;0.95
Wii;2009;0.95
X360;2014;0.95
Wii;2011;0.95
PS2;2004;0.94
PS3;2011;0.94
PS2;2003;0.94
3DS;2011;0.94
GC;2004;0.94
X360;2013;0.94
PS;1996;0.94
Wii;2006;0.94
PC;2012;0.94
PS2;2003;0.94
3DS;2012;0.94
X360;2012;0.94
X360;2009;0.94
PS2;2005;0.94
XB;2005;0.94
PS;1999;0.94
X360;2009;0.94
PS;1999;0.94
WiiU;2016;0.94
PS2;2006;0.94
XB;2003;0.94
PSP;2008;0.94
PS2;2003;0.94
PS2;2006;0.94
PS2;2002;0.93
X360;2009;0.93
Wii;2010;0.93
PS3;2009;0.93
GBA;2005;0.93
XB;2002;0.93
PC;2012;0.93
Wii;2009;0.93
PS3;2008;0.93
PS3;2012;0.93
Wii;2008;0.93
PS3;2015;0.93
DS;2007;0.93
GBA;2004;0.93
2600;1981;0.93
NES;1991;0.93
NES;1987;0.93
N64;1999;0.93
GBA;2003;0.93
PS2;2007;0.93
X360;2014;0.93
GC;2006;0.93
PS3;2008;0.93
DS;2010;0.93
WiiU;2016;0.93
PS;1999;0.93
PS2;2003;0.92
PS2;2001;0.92
X360;2006;0.92
PS;2000;0.92
X360;2010;0.92
PS;1997;0.92
X360;2012;0.92
PS3;2010;0.92
PSP;2006;0.92
X360;2008;0.92
X360;2010;0.92
X360;2011;0.92
PS;1996;0.92
Wii;2008;0.92
N64;1999;0.92
NES;1985;0.92
PC;2008;0.92
3DS;2013;0.92
X360;2013;0.92
PS4;2014;0.92
PS3;2011;0.92
PS3;2014;0.92
PS3;2012;0.92
GC;2006;0.92
PS2;2003;0.92
PS;1996;0.92
X360;2007;0.92
PS4;2015;0.92
PS3;2009;0.92
PS3;2011;0.91
Wii;2007;0.91
PS2;2002;0.91
PS3;2009;0.91
3DS;2012;0.91
X360;2008;0.91
PS2;2002;0.91
PS2;2003;0.91
PS3;2009;0.91
PS;2000;0.91
N64;1998;0.91
PS3;2009;0.91
X360;2015;0.91
X360;2009;0.91
DS;2008;0.91
SNES;1994;0.91
XB;2004;0.91
PS3;2009;0.91
XOne;2014;0.91
PS3;2007;0.91
PS2;2002;0.9
SNES;1996;0.9
PS2;2004;0.9
PS3;2011;0.9
PS2;2005;0.9
PS3;2008;0.9
Wii;2008;0.9
PS;1995;0.9
DS;2008;0.9
PS3;2013;0.9
PS;1999;0.9
PS2;2006;0.9
XB;2003;0.9
PSP;2009;0.9
PS3;2011;0.9
DS;2008;0.9
N64;1998;0.9
PS2;2007;0.9
XB;2002;0.9
Wii;2008;0.9
PC;2014;0.9
PS3;2008;0.9
Wii;2008;0.9
DS;2008;0.9
PS3;2012;0.9
XB;2004;0.9
XB;2004;0.9
PS2;2003;0.9
X360;2010;0.9
GBA;2005;0.89
PS3;2009;0.89
PSP;2006;0.89
Wii;2007;0.89
PS2;2005;0.89
PS4;2015;0.89
GBA;2001;0.89
DS;2008;0.89
PS2;2005;0.89
GBA;2004;0.89
PS3;2012;0.89
GBA;2004;0.89
GB;2001;0.89
GC;2003;0.89
Wii;2008;0.89
PS;1997;0.89
Wii;2009;0.89
PS2;2001;0.89
PS4;2016;0.89
PSP;2011;0.89
3DS;2013;0.89
X360;2010;0.89
Wii;2006;0.89
PC;2009;0.89
WiiU;2013;0.89
X360;2012;0.89
Wii;2011;0.89
PS;2000;0.89
PS2;2006;0.89
SNES;1995;0.89
PS;1996;0.88
X360;2010;0.88
X360;2012;0.88
PC;2008;0.88
DS;2008;0.88
X360;2011;0.88
Wii;2009;0.88
X360;2010;0.88
3DS;2012;0.88
PS2;2005;0.88
PS2;2007;0.88
Wii;2009;0.88
PS;1996;0.88
XOne;2015;0.88
PSP;2004;0.88
Wii;2008;0.88
PS3;2012;0.88
PS2;2004;0.88
X360;2008;0.88
PSP;2009;0.88
XB;2003;0.87
PS;2001;0.87
PS;1995;0.87
XOne;2013;0.87
X360;2007;0.87
SNES;1994;0.87
Wii;2010;0.87
X360;2009;0.87
XB;2003;0.87
PS3;2008;0.87
PS;1997;0.87
PS2;2008;0.87
Wii;2010;0.87
PS3;2012;0.87
PS3;2012;0.87
PS;1996;0.87
PS3;2008;0.87
Wii;2009;0.87
PS2;2006;0.87
PS4;2013;0.87
PS;1998;0.87
PSP;2008;0.87
X360;2008;0.87
PS2;2005;0.87
DS;2009;0.87
DS;2009;0.87
XB;2002;0.87
PS2;2002;0.87
PS;2000;0.87
PSP;2006;0.87
PS2;2007;0.87
X360;2010;0.87
2600;1982;0.87
PS3;2012;0.87
PS2;2007;0.87
3DS;2015;0.86
Wii;2007;0.86
PSP;2006;0.86
PS3;2012;0.86
PS3;2009;0.86
DS;2007;0.86
PS2;2002;0.86
3DS;2015;0.86
PS;2001;0.86
N64;1997;0.86
PS;1998;0.86
PS3;2008;0.86
DS;2008;0.86
X360;2010;0.86
PS2;2003;0.86
PS3;2009;0.86
X360;2014;0.85
PS3;2009;0.85
DS;2007;0.85
PS;1999;0.85
Wii;2009;0.85
Wii;2008;0.85
X360;2007;0.85
XOne;2016;0.85
PS;1996;0.85
XB;2004;0.85
PS3;2010;0.85
Wii;2007;0.85
NES;1989;0.85
DS;2007;0.85
PS;1997;0.85
PSP;2005;0.85
PS3;2014;0.85
XOne;2016;0.85
PS2;2007;0.85
PS;1995;0.85
PS2;2002;0.85
3DS;2016;0.85
PS2;2000;0.85
Wii;2010;0.85
X360;2012;0.85
PS4;2014;0.84
GC;2004;0.84
DS;2010;0.84
PS3;2010;0.84
PS3;2012;0.84
PS4;2016;0.84
PS3;2009;0.84
WiiU;2015;0.84
DS;2008;0.84
GC;2004;0.84
PS3;2010;0.84
PS3;2011;0.84
PS2;2003;0.84
Wii;2007;0.84
NES;1987;0.84
PS3;2012;0.84
PS;2001;0.84
X360;2011;0.84
PS2;2002;0.84
PS4;2015;0.84
PS2;2005;0.84
PS2;2004;0.84
GBA;2004;0.84
PSV;2014;0.84
PS3;2007;0.84
PS2;2007;0.84
X360;2013;0.84
PS;1999;0.84
Wii;2008;0.83
PS;1999;0.83
PS2;2000;0.83
DS;2008;0.83
GBA;2004;0.83
PSV;2014;0.83
PS2;2000;0.83
XB;2003;0.83
X360;2012;0.83
GB;2000;0.83
PS;1998;0.83
PS;1997;0.83
PS3;2011;0.83
PS2;2005;0.83
Wii;2008;0.83
X360;2008;0.83
DS;2007;0.83
PS3;2012;0.83
PS3;2010;0.83
PS;1998;0.83
PS;1996;0.83
Wii;2009;0.82
XB;2002;0.82
XOne;2016;0.82
PSP;2005;0.82
GC;2001;0.82
PS2;2006;0.82
Wii;2009;0.82
X360;2010;0.82
PS4;2016;0.82
XB;2002;0.82
NES;1984;0.82
N64;1996;0.82
XB;2001;0.82
2600;1981;0.82
PSP;2005;0.82
PS3;2013;0.82
3DS;2011;0.82
PS2;2002;0.82
PS3;2010;0.82
Wii;2010;0.82
PS3;2015;0.82
X360;2007;0.82
DS;2008;0.82
PS2;2008;0.82
PS3;2008;0.82
PS4;2013;0.82
PS3;2012;0.82
GB;2000;0.81
DS;2006;0.81
PS2;2000;0.81
SNES;1994;0.81
PSP;2007;0.81
PS;2000;0.81
SNES;1994;0.81
PS;2000;0.81
Wii;2010;0.81
GC;2004;0.81
PS;1999;0.81
PS4;2015;0.81
PS;1999;0.81
PSP;2011;0.81
X360;2009;0.81
N64;1999;0.81
NES;1987;0.81
PS2;2004;0.81
PS3;2014;0.81
SNES;1994;0.81
X360;2009;0.81
3DS;2012;0.81
PS;1998;0.81
XOne;2015;0.81
PS3;2009;0.81
Wii;2008;0.81
PS;1998;0.81
PS2;2007;0.81
PS2;2005;0.81
X360;2009;0.81
PS3;2013;0.8
Wii;2009;0.8
X360;2011;0.8
PS;2000;0.8
PS2;2005;0.8
GC;2003;0.8
Wii;2011;0.8
PS;1997;0.8
PS2;2004;0.8
PSP;2006;0.8
PS;1999;0.8
X360;2013;0.8
PSP;2009;0.8
X360;2012;0.8
X360;2010;0.8
PS3;2011;0.8
PS3;2015;0.8
Wii;2008;0.8
PSP;2007;0.8
XB;2004;0.8
X360;2012;0.8
X360;2012;0.8
PS3;2013;0.8
DS;2007;0.8
PS;2000;0.8
GC;2002;0.8
Wii;2010;0.8
X360;2009;0.8
WiiU;2013;0.8
PS2;2002;0.8
SNES;1993;0.8
PS3;2011;0.8
X360;2009;0.79
PSP;2010;0.79
2600;1981;0.79
PS2;2006;0.79
PS3;2012;0.79
X360;2011;0.79
PS2;2008;0.79
PS;1994;0.79
DS;2007;0.79
GC;2003;0.79
PS;1997;0.79
PSP;2009;0.79
PS;2001;0.79
PS3;2009;0.79
DS;2008;0.79
N64;1999;0.79
NES;1992;0.79
X360;2009;0.79
PS2;2007;0.79
PS2;2000;0.79
3DS;2014;0.79
Wii;2007;0.79
X360;2013;0.79
DS;2007;0.79
N64;1998;0.79
Wii;2011;0.79
X360;2008;0.79
PS3;2008;0.79
PS2;2007;0.79
XB;2003;0.79
DS;2008;0.79
X360;2010;0.79
Wii;2011;0.79
3DS;2013;0.78
X360;2006;0.78
2600;1982;0.78
X360;2008;0.78
GBA;2002;0.78
DS;2006;0.78
PC;1992;0.78
PS;1994;0.78
PS2;2007;0.78
DS;2009;0.78
DS;2008;0.78
Wii;2009;0.78
PS;1999;0.78
PS3;2012;0.78
PS;1997;0.78
DS;2010;0.78
PS4;2015;0.78
PSP;2006;0.78
PSP;2009;0.78
X360;2011;0.78
X360;2012;0.78
PS2;2006;0.78
PSP;2008;0.78
X360;2010;0.78
SNES;1993;0.78
2600;1983;0.78
GC;2002;0.78
X360;2008;0.78
PS;1998;0.78
X360;2009;0.78
Wii;2009;0.77
Wii;2009;0.77
X360;2005;0.77
2600;1982;0.77
PS;1996;0.77
PS;2000;0.77
XOne;2013;0.77
2600;1981;0.77
PSP;2008;0.77
PS3;2011;0.77
PSV;2014;0.77
PS2;2005;0.77
2600;1980;0.77
PS;1999;0.77
PS3;2009;0.77
2600;1983;0.77
N64;2001;0.77
GB;1999;0.77
GBA;2002;0.77
DS;2008;0.77
DS;2012;0.77
PSP;2005;0.77
PS2;2003;0.77
PS2;2001;0.77
DS;2004;0.77
GBA;2005;0.77
PS2;2002;0.77
PS2;2002;0.77
PS2;2003;0.76
PS2;2008;0.76
PS;1996;0.76
PS3;2014;0.76
Wii;2010;0.76
3DS;2011;0.76
XB;2004;0.76
PS2;2005;0.76
PS2;2003;0.76
